account,symbol,type,time,qty,avg_cost,buy_pwr
2,TSLA,stock,2023-03-19 18:17:10,78,2.7,500
1,BTC/USD,crypto,2023-03-19 18:17:10,70,9.8,500
2,BTC/USD,crypto,2023-03-19 18:17:10,22,54.5,500
1,DOGE/USD,crypto,2023-03-19 18:17:10,4,54,500
2,DOGE/USD,crypto,2023-03-19 18:17:10,69,42.6,500
1,AAPL,stock,2023-03-19 18:27:10,19,76.8,500
2,AAPL,stock,2023-03-19 18:27:10,19,21.7,500
1,GOOGL,stock,2023-03-19 18:27:10,42,20,500
2,GOOGL,stock,2023-03-19 18:27:10,40,21.2,500
1,TSLA,stock,2023-03-19 18:27:10,60,51.1,500
2,TSLA,stock,2023-03-19 18:27:10,20,99.5,500
1,BTC/USD,crypto,2023-03-19 18:27:10,26,86.3,500
2,BTC/USD,crypto,2023-03-19 18:27:10,11,57.3,500
1,DOGE/USD,crypto,2023-03-19 18:27:10,29,51,500
2,DOGE/USD,crypto,2023-03-19 18:27:10,45,5.7,500
1,AAPL,stock,2023-03-19 18:37:10,94,93.7,500
2,AAPL,stock,2023-03-19 18:37:10,14,40.6,500
1,GOOGL,stock,2023-03-19 18:37:10,2,42.9,500
2,GOOGL,stock,2023-03-19 18:37:10,35,78.2,500
1,TSLA,stock,2023-03-19 18:37:10,46,24.8,500
2,TSLA,stock,2023-03-19 18:37:10,86,52.9,500
1,BTC/USD,crypto,2023-03-19 18:37:10,54,84,500
2,BTC/USD,crypto,2023-03-19 18:37:10,76,4.5,500
1,DOGE/USD,crypto,2023-03-19 18:37:10,75,38.3,500
2,DOGE/USD,crypto,2023-03-19 18:37:10,86,70.5,500
1,AAPL,stock,2023-03-19 18:47:10,58,16,500
2,AAPL,stock,2023-03-19 18:47:10,75,82.8,500
1,GOOGL,stock,2023-03-19 18:47:10,25,91.2,500
2,GOOGL,stock,2023-03-19 18:47:10,4,17.9,500
1,TSLA,stock,2023-03-19 18:47:10,52,91.4,500
2,TSLA,stock,2023-03-19 18:47:10,84,44.4,500
1,BTC/USD,crypto,2023-03-19 18:47:10,2,80.7,500
2,BTC/USD,crypto,2023-03-19 18:47:10,64,86.8,500
1,DOGE/USD,crypto,2023-03-19 18:47:10,73,27.6,500
2,DOGE/USD,crypto,2023-03-19 18:47:10,2,16.7,500
1,AAPL,stock,2023-03-19 18:57:10,3,52.8,500
2,AAPL,stock,2023-03-19 18:57:10,78,11.4,500
1,GOOGL,stock,2023-03-19 18:57:10,90,14.4,500
2,GOOGL,stock,2023-03-19 18:57:10,16,37.1,500
1,TSLA,stock,2023-03-19 18:57:10,39,93.2,500
2,TSLA,stock,2023-03-19 18:57:10,7,33.8,500
1,BTC/USD,crypto,2023-03-19 18:57:10,32,71.7,500
2,BTC/USD,crypto,2023-03-19 18:57:10,35,23.3,500
1,DOGE/USD,crypto,2023-03-19 18:57:10,58,38.6,500
2,DOGE/USD,crypto,2023-03-19 18:57:10,63,29.9,500
1,AAPL,stock,2023-03-19 19:07:10,77,76.7,500
2,AAPL,stock,2023-03-19 19:07:10,82,83,500
1,GOOGL,stock,2023-03-19 19:07:10,24,26.3,500
2,GOOGL,stock,2023-03-19 19:07:10,99,87.3,500
1,TSLA,stock,2023-03-19 19:07:10,74,93.3,500
2,TSLA,stock,2023-03-19 19:07:10,58,41.6,500
1,BTC/USD,crypto,2023-03-19 19:07:10,97,81.7,500
2,BTC/USD,crypto,2023-03-19 19:07:10,37,63.1,500
1,DOGE/USD,crypto,2023-03-19 19:07:10,67,86,500
2,DOGE/USD,crypto,2023-03-19 19:07:10,3,52.8,500
1,AAPL,stock,2023-03-19 19:17:10,26,92,500
2,AAPL,stock,2023-03-19 19:17:10,45,59.9,500
1,GOOGL,stock,2023-03-19 19:17:10,47,21.8,500
2,GOOGL,stock,2023-03-19 19:17:10,92,94.6,500
1,TSLA,stock,2023-03-19 19:17:10,97,13.9,500
2,TSLA,stock,2023-03-19 19:17:10,75,5.2,500
1,BTC/USD,crypto,2023-03-19 19:17:10,48,25.4,500
2,BTC/USD,crypto,2023-03-19 19:17:10,27,21.6,500
1,DOGE/USD,crypto,2023-03-19 19:17:10,62,71.9,500
2,DOGE/USD,crypto,2023-03-19 19:17:10,73,4.6,500
1,AAPL,stock,2023-03-19 19:27:10,61,58.5,500
2,AAPL,stock,2023-03-19 19:27:10,92,68.7,500
1,GOOGL,stock,2023-03-19 19:27:10,54,74,500
2,GOOGL,stock,2023-03-19 19:27:10,79,94.2,500
1,TSLA,stock,2023-03-19 19:27:10,2,41.3,500
2,TSLA,stock,2023-03-19 19:27:10,88,87.1,500
1,BTC/USD,crypto,2023-03-19 19:27:10,79,68.9,500
2,BTC/USD,crypto,2023-03-19 19:27:10,12,29.4,500
1,DOGE/USD,crypto,2023-03-19 19:27:10,76,73.9,500
2,DOGE/USD,crypto,2023-03-19 19:27:10,86,29.6,500
1,AAPL,stock,2023-03-19 19:37:10,48,40.9,500
2,AAPL,stock,2023-03-19 19:37:10,70,23.7,500
1,GOOGL,stock,2023-03-19 19:37:10,24,32.5,500
2,GOOGL,stock,2023-03-19 19:37:10,26,17.6,500
1,TSLA,stock,2023-03-19 19:37:10,81,24.6,500
2,TSLA,stock,2023-03-19 19:37:10,40,19.1,500
1,BTC/USD,crypto,2023-03-19 19:37:10,34,40.8,500
2,BTC/USD,crypto,2023-03-19 19:37:10,32,14.1,500
1,DOGE/USD,crypto,2023-03-19 19:37:10,76,82.6,500
2,DOGE/USD,crypto,2023-03-19 19:37:10,36,70.4,500
1,AAPL,stock,2023-03-19 19:47:10,40,33.8,500
2,AAPL,stock,2023-03-19 19:47:10,73,24.8,500
1,GOOGL,stock,2023-03-19 19:47:10,34,57.9,500
2,GOOGL,stock,2023-03-19 19:47:10,31,69.3,500
1,TSLA,stock,2023-03-19 19:47:10,45,1.6,500
2,TSLA,stock,2023-03-19 19:47:10,81,19.5,500
1,BTC/USD,crypto,2023-03-19 19:47:10,66,3.3,500
2,BTC/USD,crypto,2023-03-19 19:47:10,91,29.5,500
1,DOGE/USD,crypto,2023-03-19 19:47:10,65,60.1,500
2,DOGE/USD,crypto,2023-03-19 19:47:10,16,61.5,500
1,AAPL,stock,2023-03-19 19:57:10,46,12.8,500
2,AAPL,stock,2023-03-19 19:57:10,54,67.7,500
1,GOOGL,stock,2023-03-19 19:57:10,33,85.8,500
2,GOOGL,stock,2023-03-19 19:57:10,61,60.9,500
1,TSLA,stock,2023-03-19 19:57:10,97,99.2,500
2,TSLA,stock,2023-03-19 19:57:10,73,16.9,500
1,BTC/USD,crypto,2023-03-19 19:57:10,44,97.7,500
2,BTC/USD,crypto,2023-03-19 19:57:10,26,61.6,500
1,DOGE/USD,crypto,2023-03-19 19:57:10,95,84.2,500
2,DOGE/USD,crypto,2023-03-19 19:57:10,68,37.1,500
1,AAPL,stock,2023-03-20 13:07:10,95,47.2,500
2,AAPL,stock,2023-03-20 13:07:10,5,7.1,500
1,GOOGL,stock,2023-03-20 13:07:10,60,17.7,500
2,GOOGL,stock,2023-03-20 13:07:10,38,12.2,500
1,TSLA,stock,2023-03-20 13:07:10,32,24,500
2,TSLA,stock,2023-03-20 13:07:10,55,64.7,500
1,BTC/USD,crypto,2023-03-20 13:07:10,50,64.1,500
2,BTC/USD,crypto,2023-03-20 13:07:10,46,9.6,500
1,DOGE/USD,crypto,2023-03-20 13:07:10,39,99.2,500
2,DOGE/USD,crypto,2023-03-20 13:07:10,23,2.8,500
1,AAPL,stock,2023-03-20 13:17:10,10,74.7,500
2,AAPL,stock,2023-03-20 13:17:10,31,10.4,500
1,GOOGL,stock,2023-03-20 13:17:10,90,42.3,500
2,GOOGL,stock,2023-03-20 13:17:10,28,60.8,500
1,TSLA,stock,2023-03-20 13:17:10,2,70.1,500
2,TSLA,stock,2023-03-20 13:17:10,27,65.5,500
1,BTC/USD,crypto,2023-03-20 13:17:10,42,61.9,500
2,BTC/USD,crypto,2023-03-20 13:17:10,5,64.2,500
1,DOGE/USD,crypto,2023-03-20 13:17:10,97,51.4,500
2,DOGE/USD,crypto,2023-03-20 13:17:10,42,78,500
1,AAPL,stock,2023-03-20 13:27:10,21,92,500
2,AAPL,stock,2023-03-20 13:27:10,31,80,500
1,GOOGL,stock,2023-03-20 13:27:10,26,73.4,500
2,GOOGL,stock,2023-03-20 13:27:10,11,54,500
1,TSLA,stock,2023-03-20 13:27:10,57,11.4,500
2,TSLA,stock,2023-03-20 13:27:10,83,4.9,500
1,BTC/USD,crypto,2023-03-20 13:27:10,27,13.5,500
2,BTC/USD,crypto,2023-03-20 13:27:10,63,33.1,500
1,DOGE/USD,crypto,2023-03-20 13:27:10,41,88.2,500
2,DOGE/USD,crypto,2023-03-20 13:27:10,44,79.6,500
1,AAPL,stock,2023-03-20 13:37:10,55,24.8,500
2,AAPL,stock,2023-03-20 13:37:10,55,12.9,500
1,GOOGL,stock,2023-03-20 13:37:10,38,94.5,500
2,GOOGL,stock,2023-03-20 13:37:10,17,80.2,500
1,TSLA,stock,2023-03-20 13:37:10,56,96.7,500
2,TSLA,stock,2023-03-20 13:37:10,37,71.6,500
1,BTC/USD,crypto,2023-03-20 13:37:10,88,82.8,500
2,BTC/USD,crypto,2023-03-20 13:37:10,11,94.4,500
1,DOGE/USD,crypto,2023-03-20 13:37:10,77,87.9,500
2,DOGE/USD,crypto,2023-03-20 13:37:10,24,69.1,500
1,AAPL,stock,2023-03-20 13:47:10,74,33.2,500
2,AAPL,stock,2023-03-20 13:47:10,42,62.1,500
1,GOOGL,stock,2023-03-20 13:47:10,58,66.5,500
2,GOOGL,stock,2023-03-20 13:47:10,17,57.3,500
1,TSLA,stock,2023-03-20 13:47:10,58,3.5,500
2,TSLA,stock,2023-03-20 13:47:10,57,86.1,500
1,BTC/USD,crypto,2023-03-20 13:47:10,20,12.3,500
2,BTC/USD,crypto,2023-03-20 13:47:10,83,91.4,500
1,DOGE/USD,crypto,2023-03-20 13:47:10,21,99.2,500
2,DOGE/USD,crypto,2023-03-20 13:47:10,98,65.8,500
1,AAPL,stock,2023-03-20 13:57:10,61,35.2,500
2,AAPL,stock,2023-03-20 13:57:10,19,13.6,500
1,GOOGL,stock,2023-03-20 13:57:10,7,40.3,500
2,GOOGL,stock,2023-03-20 13:57:10,96,30.5,500
1,TSLA,stock,2023-03-20 13:57:10,91,9.1,500
2,TSLA,stock,2023-03-20 13:57:10,72,2.6,500
1,BTC/USD,crypto,2023-03-20 13:57:10,61,39.8,500
2,BTC/USD,crypto,2023-03-20 13:57:10,52,71.4,500
1,DOGE/USD,crypto,2023-03-20 13:57:10,85,41.7,500
2,DOGE/USD,crypto,2023-03-20 13:57:10,88,85.8,500
1,AAPL,stock,2023-03-20 14:07:10,48,76.4,500
2,AAPL,stock,2023-03-20 14:07:10,78,26,500
1,GOOGL,stock,2023-03-20 14:07:10,52,78.5,500
2,GOOGL,stock,2023-03-20 14:07:10,26,39.4,500
1,TSLA,stock,2023-03-20 14:07:10,40,70.6,500
2,TSLA,stock,2023-03-20 14:07:10,42,22.9,500
1,BTC/USD,crypto,2023-03-20 14:07:10,24,25.7,500
2,BTC/USD,crypto,2023-03-20 14:07:10,21,45.7,500
1,DOGE/USD,crypto,2023-03-20 14:07:10,99,90.3,500
2,DOGE/USD,crypto,2023-03-20 14:07:10,60,59.7,500
1,AAPL,stock,2023-03-20 14:17:10,8,91,500
2,AAPL,stock,2023-03-20 14:17:10,27,45.2,500
1,GOOGL,stock,2023-03-20 14:17:10,95,23.5,500
2,GOOGL,stock,2023-03-20 14:17:10,8,68.3,500
1,TSLA,stock,2023-03-20 14:17:10,29,67.6,500
2,TSLA,stock,2023-03-20 14:17:10,78,63.1,500
1,BTC/USD,crypto,2023-03-20 14:17:10,5,8,500
2,BTC/USD,crypto,2023-03-20 14:17:10,94,64.1,500
1,DOGE/USD,crypto,2023-03-20 14:17:10,31,41.6,500
2,DOGE/USD,crypto,2023-03-20 14:17:10,87,29,500
1,AAPL,stock,2023-03-20 14:27:10,19,41.7,500
2,AAPL,stock,2023-03-20 14:27:10,13,39.3,500
1,GOOGL,stock,2023-03-20 14:27:10,72,13.3,500
2,GOOGL,stock,2023-03-20 14:27:10,79,5.1,500
1,TSLA,stock,2023-03-20 14:27:10,33,96.2,500
2,TSLA,stock,2023-03-20 14:27:10,60,14.4,500
1,BTC/USD,crypto,2023-03-20 14:27:10,11,77.5,500
2,BTC/USD,crypto,2023-03-20 14:27:10,6,77.6,500
1,DOGE/USD,crypto,2023-03-20 14:27:10,20,17,500
2,DOGE/USD,crypto,2023-03-20 14:27:10,74,14.7,500
1,AAPL,stock,2023-03-20 14:37:10,45,71.3,500
2,AAPL,stock,2023-03-20 14:37:10,31,15.8,500
1,GOOGL,stock,2023-03-20 14:37:10,40,23,500
2,GOOGL,stock,2023-03-20 14:37:10,10,56.7,500
1,TSLA,stock,2023-03-20 14:37:10,84,13,500
2,TSLA,stock,2023-03-20 14:37:10,85,45.2,500
1,BTC/USD,crypto,2023-03-20 14:37:10,52,91.5,500
2,BTC/USD,crypto,2023-03-20 14:37:10,62,80.3,500
1,DOGE/USD,crypto,2023-03-20 14:37:10,57,84.1,500
2,DOGE/USD,crypto,2023-03-20 14:37:10,13,6.6,500
1,AAPL,stock,2023-03-20 14:47:10,82,93.7,500
2,AAPL,stock,2023-03-20 14:47:10,46,96.3,500
1,GOOGL,stock,2023-03-20 14:47:10,48,57.7,500
2,GOOGL,stock,2023-03-20 14:47:10,82,35,500
1,TSLA,stock,2023-03-20 14:47:10,89,25.5,500
2,TSLA,stock,2023-03-20 14:47:10,27,52.1,500
1,BTC/USD,crypto,2023-03-20 14:47:10,34,43.2,500
2,BTC/USD,crypto,2023-03-20 14:47:10,10,99.9,500
1,DOGE/USD,crypto,2023-03-20 14:47:10,23,94.6,500
2,DOGE/USD,crypto,2023-03-20 14:47:10,66,43.3,500
1,AAPL,stock,2023-03-20 14:57:10,97,63.6,500
2,AAPL,stock,2023-03-20 14:57:10,92,91.4,500
1,GOOGL,stock,2023-03-20 14:57:10,44,35.1,500
2,GOOGL,stock,2023-03-20 14:57:10,100,80.7,500
1,TSLA,stock,2023-03-20 14:57:10,30,86,500
2,TSLA,stock,2023-03-20 14:57:10,39,27,500
1,BTC/USD,crypto,2023-03-20 14:57:10,73,57.3,500
2,BTC/USD,crypto,2023-03-20 14:57:10,50,17.1,500
1,DOGE/USD,crypto,2023-03-20 14:57:10,19,27.2,500
2,DOGE/USD,crypto,2023-03-20 14:57:10,74,56.2,500
1,AAPL,stock,2023-03-20 15:07:10,3,23.3,500
2,AAPL,stock,2023-03-20 15:07:10,2,6.5,500
1,GOOGL,stock,2023-03-20 15:07:10,81,65.7,500
2,GOOGL,stock,2023-03-20 15:07:10,77,50.6,500
1,TSLA,stock,2023-03-20 15:07:10,53,40,500
2,TSLA,stock,2023-03-20 15:07:10,73,31.1,500
1,BTC/USD,crypto,2023-03-20 15:07:10,68,96.3,500
2,BTC/USD,crypto,2023-03-20 15:07:10,7,14.2,500
1,DOGE/USD,crypto,2023-03-20 15:07:10,79,93.3,500
2,DOGE/USD,crypto,2023-03-20 15:07:10,54,48.8,500
1,AAPL,stock,2023-03-20 15:17:10,35,40.9,500
2,AAPL,stock,2023-03-20 15:17:10,75,96.6,500
1,GOOGL,stock,2023-03-20 15:17:10,87,31.1,500
2,GOOGL,stock,2023-03-20 15:17:10,9,32.6,500
1,TSLA,stock,2023-03-20 15:17:10,91,60,500
2,TSLA,stock,2023-03-20 15:17:10,75,11.6,500
1,BTC/USD,crypto,2023-03-20 15:17:10,95,25.9,500
2,BTC/USD,crypto,2023-03-20 15:17:10,46,67.4,500
1,DOGE/USD,crypto,2023-03-20 15:17:10,54,26.7,500
2,DOGE/USD,crypto,2023-03-20 15:17:10,26,31.9,500
1,AAPL,stock,2023-03-20 15:27:10,58,29.8,500
2,AAPL,stock,2023-03-20 15:27:10,4,19.1,500
1,GOOGL,stock,2023-03-20 15:27:10,18,50.8,500
2,GOOGL,stock,2023-03-20 15:27:10,38,0.6,500
1,TSLA,stock,2023-03-20 15:27:10,92,2.6,500
2,TSLA,stock,2023-03-20 15:27:10,93,65.8,500
1,BTC/USD,crypto,2023-03-20 15:27:10,2,39,500
2,BTC/USD,crypto,2023-03-20 15:27:10,18,37.5,500
1,DOGE/USD,crypto,2023-03-20 15:27:10,12,9.6,500
2,DOGE/USD,crypto,2023-03-20 15:27:10,43,77.7,500
1,AAPL,stock,2023-03-20 15:37:10,5,50,500
2,AAPL,stock,2023-03-20 15:37:10,98,86.9,500
1,GOOGL,stock,2023-03-20 15:37:10,42,84.7,500
2,GOOGL,stock,2023-03-20 15:37:10,72,76.5,500
1,TSLA,stock,2023-03-20 15:37:10,11,57.1,500
2,TSLA,stock,2023-03-20 15:37:10,10,46.3,500
1,BTC/USD,crypto,2023-03-20 15:37:10,61,61.8,500
2,BTC/USD,crypto,2023-03-20 15:37:10,6,69.9,500
1,DOGE/USD,crypto,2023-03-20 15:37:10,77,32.3,500
2,DOGE/USD,crypto,2023-03-20 15:37:10,84,2.7,500
1,AAPL,stock,2023-03-20 15:47:10,34,67.3,500
2,AAPL,stock,2023-03-20 15:47:10,49,97.3,500
1,GOOGL,stock,2023-03-20 15:47:10,82,38.2,500
2,GOOGL,stock,2023-03-20 15:47:10,74,94.9,500
1,TSLA,stock,2023-03-20 15:47:10,26,48.2,500
2,TSLA,stock,2023-03-20 15:47:10,29,67.2,500
1,BTC/USD,crypto,2023-03-20 15:47:10,92,91,500
2,BTC/USD,crypto,2023-03-20 15:47:10,52,96.3,500
1,DOGE/USD,crypto,2023-03-20 15:47:10,51,13.9,500
2,DOGE/USD,crypto,2023-03-20 15:47:10,12,92.7,500
1,AAPL,stock,2023-03-20 15:57:10,17,1.9,500
2,AAPL,stock,2023-03-20 15:57:10,50,41.2,500
1,GOOGL,stock,2023-03-20 15:57:10,30,7.1,500
2,GOOGL,stock,2023-03-20 15:57:10,27,73.7,500
1,TSLA,stock,2023-03-20 15:57:10,71,52.3,500
2,TSLA,stock,2023-03-20 15:57:10,6,9.2,500
1,BTC/USD,crypto,2023-03-20 15:57:10,28,48.1,500
2,BTC/USD,crypto,2023-03-20 15:57:10,73,64.1,500
1,DOGE/USD,crypto,2023-03-20 15:57:10,77,78.4,500
2,DOGE/USD,crypto,2023-03-20 15:57:10,33,5.8,500
1,AAPL,stock,2023-03-20 16:07:10,89,87.9,500
2,AAPL,stock,2023-03-20 16:07:10,70,80.7,500
1,GOOGL,stock,2023-03-20 16:07:10,52,27.8,500
2,GOOGL,stock,2023-03-20 16:07:10,37,58.6,500
1,TSLA,stock,2023-03-20 16:07:10,28,11.8,500
2,TSLA,stock,2023-03-20 16:07:10,54,68.1,500
1,BTC/USD,crypto,2023-03-20 16:07:10,26,98.3,500
2,BTC/USD,crypto,2023-03-20 16:07:10,26,35.5,500
1,DOGE/USD,crypto,2023-03-20 16:07:10,100,92.5,500
2,DOGE/USD,crypto,2023-03-20 16:07:10,98,25.8,500
1,AAPL,stock,2023-03-20 16:17:10,29,59.5,500
2,AAPL,stock,2023-03-20 16:17:10,34,23.2,500
1,GOOGL,stock,2023-03-20 16:17:10,91,21.9,500
2,GOOGL,stock,2023-03-20 16:17:10,83,90.4,500
1,TSLA,stock,2023-03-20 16:17:10,40,68,500
2,TSLA,stock,2023-03-20 16:17:10,23,55.8,500
1,BTC/USD,crypto,2023-03-20 16:17:10,48,45.7,500
2,BTC/USD,crypto,2023-03-20 16:17:10,26,5.2,500
1,DOGE/USD,crypto,2023-03-20 16:17:10,49,84.4,500
2,DOGE/USD,crypto,2023-03-20 16:17:10,31,49.6,500
1,AAPL,stock,2023-03-20 16:27:10,9,12.5,500
2,AAPL,stock,2023-03-20 16:27:10,29,93.6,500
1,GOOGL,stock,2023-03-20 16:27:10,28,57.6,500
2,GOOGL,stock,2023-03-20 16:27:10,52,45.8,500
1,TSLA,stock,2023-03-20 16:27:10,60,10.6,500
2,TSLA,stock,2023-03-20 16:27:10,19,76.3,500
1,BTC/USD,crypto,2023-03-20 16:27:10,26,74.6,500
2,BTC/USD,crypto,2023-03-20 16:27:10,99,46.4,500
1,DOGE/USD,crypto,2023-03-20 16:27:10,53,32.2,500
2,DOGE/USD,crypto,2023-03-20 16:27:10,95,46.7,500
1,AAPL,stock,2023-03-20 16:37:10,44,18.2,500
2,AAPL,stock,2023-03-20 16:37:10,41,84.8,500
1,GOOGL,stock,2023-03-20 16:37:10,42,77.5,500
2,GOOGL,stock,2023-03-20 16:37:10,91,34.3,500
1,TSLA,stock,2023-03-20 16:37:10,54,50.9,500
2,TSLA,stock,2023-03-20 16:37:10,58,80.5,500
1,BTC/USD,crypto,2023-03-20 16:37:10,27,7.5,500
2,BTC/USD,crypto,2023-03-20 16:37:10,86,60.6,500
1,DOGE/USD,crypto,2023-03-20 16:37:10,42,7.6,500
2,DOGE/USD,crypto,2023-03-20 16:37:10,79,19.3,500
1,AAPL,stock,2023-03-20 16:47:10,7,92.8,500
2,AAPL,stock,2023-03-20 16:47:10,3,19.5,500
1,GOOGL,stock,2023-03-20 16:47:10,16,17,500
2,GOOGL,stock,2023-03-20 16:47:10,58,73.6,500
1,TSLA,stock,2023-03-20 16:47:10,74,70.7,500
2,TSLA,stock,2023-03-20 16:47:10,30,50.2,500
1,BTC/USD,crypto,2023-03-20 16:47:10,100,90.6,500
2,BTC/USD,crypto,2023-03-20 16:47:10,69,56.9,500
1,DOGE/USD,crypto,2023-03-20 16:47:10,19,76.9,500
2,DOGE/USD,crypto,2023-03-20 16:47:10,91,83.5,500
1,AAPL,stock,2023-03-20 16:57:10,90,99.5,500
2,AAPL,stock,2023-03-20 16:57:10,9,40.4,500
1,GOOGL,stock,2023-03-20 16:57:10,65,75.3,500
2,GOOGL,stock,2023-03-20 16:57:10,72,57.3,500
1,TSLA,stock,2023-03-20 16:57:10,30,56.9,500
2,TSLA,stock,2023-03-20 16:57:10,51,24.6,500
1,BTC/USD,crypto,2023-03-20 16:57:10,80,68.5,500
2,BTC/USD,crypto,2023-03-20 16:57:10,69,42.3,500
1,DOGE/USD,crypto,2023-03-20 16:57:10,23,20,500
2,DOGE/USD,crypto,2023-03-20 16:57:10,55,97.5,500
1,AAPL,stock,2023-03-20 17:07:10,33,44.8,500
2,AAPL,stock,2023-03-20 17:07:10,13,17,500
1,GOOGL,stock,2023-03-20 17:07:10,20,15.9,500
2,GOOGL,stock,2023-03-20 17:07:10,67,1.4,500
1,TSLA,stock,2023-03-20 17:07:10,89,45.7,500
2,TSLA,stock,2023-03-20 17:07:10,78,67.6,500
1,BTC/USD,crypto,2023-03-20 17:07:10,70,83.3,500
2,BTC/USD,crypto,2023-03-20 17:07:10,77,86,500
1,DOGE/USD,crypto,2023-03-20 17:07:10,84,21.4,500
2,DOGE/USD,crypto,2023-03-20 17:07:10,23,98.1,500
1,AAPL,stock,2023-03-20 17:17:10,19,92.7,500
2,AAPL,stock,2023-03-20 17:17:10,92,73.1,500
1,GOOGL,stock,2023-03-20 17:17:10,72,14.2,500
2,GOOGL,stock,2023-03-20 17:17:10,6,8.1,500
1,TSLA,stock,2023-03-20 17:17:10,39,53.3,500
2,TSLA,stock,2023-03-20 17:17:10,71,55.7,500
1,BTC/USD,crypto,2023-03-20 17:17:10,62,31.3,500
2,BTC/USD,crypto,2023-03-20 17:17:10,57,34,500
1,DOGE/USD,crypto,2023-03-20 17:17:10,31,62.9,500
2,DOGE/USD,crypto,2023-03-20 17:17:10,92,35.3,500
1,AAPL,stock,2023-03-20 17:27:10,45,17.7,500
2,AAPL,stock,2023-03-20 17:27:10,18,45.5,500
1,GOOGL,stock,2023-03-20 17:27:10,80,87,500
2,GOOGL,stock,2023-03-20 17:27:10,76,67,500
1,TSLA,stock,2023-03-20 17:27:10,21,2.3,500
2,TSLA,stock,2023-03-20 17:27:10,34,66.4,500
1,BTC/USD,crypto,2023-03-20 17:27:10,16,80,500
2,BTC/USD,crypto,2023-03-20 17:27:10,5,40.3,500
1,DOGE/USD,crypto,2023-03-20 17:27:10,35,54.5,500
2,DOGE/USD,crypto,2023-03-20 17:27:10,25,98.2,500
1,AAPL,stock,2023-03-20 17:37:10,99,34.8,500
2,AAPL,stock,2023-03-20 17:37:10,25,31.2,500
1,GOOGL,stock,2023-03-20 17:37:10,37,33.6,500
2,GOOGL,stock,2023-03-20 17:37:10,47,87.9,500
1,TSLA,stock,2023-03-20 17:37:10,83,87.1,500
2,TSLA,stock,2023-03-20 17:37:10,22,25.9,500
1,BTC/USD,crypto,2023-03-20 17:37:10,13,25.8,500
2,BTC/USD,crypto,2023-03-20 17:37:10,16,76.6,500
1,DOGE/USD,crypto,2023-03-20 17:37:10,27,94,500
2,DOGE/USD,crypto,2023-03-20 17:37:10,100,95.1,500
1,AAPL,stock,2023-03-20 17:47:10,83,24.1,500
2,AAPL,stock,2023-03-20 17:47:10,1,5.2,500
1,GOOGL,stock,2023-03-20 17:47:10,29,81.6,500
2,GOOGL,stock,2023-03-20 17:47:10,61,4.8,500
1,TSLA,stock,2023-03-20 17:47:10,84,23.5,500
2,TSLA,stock,2023-03-20 17:47:10,67,20.1,500
1,BTC/USD,crypto,2023-03-20 17:47:10,96,68,500
2,BTC/USD,crypto,2023-03-20 17:47:10,76,97.3,500
1,DOGE/USD,crypto,2023-03-20 17:47:10,36,95.5,500
2,DOGE/USD,crypto,2023-03-20 17:47:10,74,27.8,500
1,AAPL,stock,2023-03-20 17:57:10,73,8.6,500
2,AAPL,stock,2023-03-20 17:57:10,53,29.5,500
1,GOOGL,stock,2023-03-20 17:57:10,86,69.3,500
2,GOOGL,stock,2023-03-20 17:57:10,39,61.2,500
1,TSLA,stock,2023-03-20 17:57:10,98,79.1,500
2,TSLA,stock,2023-03-20 17:57:10,29,18.5,500
1,BTC/USD,crypto,2023-03-20 17:57:10,36,62.7,500
2,BTC/USD,crypto,2023-03-20 17:57:10,37,82.7,500
1,DOGE/USD,crypto,2023-03-20 17:57:10,66,66.8,500
2,DOGE/USD,crypto,2023-03-20 17:57:10,23,98.5,500
1,AAPL,stock,2023-03-20 18:07:10,91,41,500
2,AAPL,stock,2023-03-20 18:07:10,23,50.1,500
1,GOOGL,stock,2023-03-20 18:07:10,18,27.9,500
2,GOOGL,stock,2023-03-20 18:07:10,18,69.8,500
1,TSLA,stock,2023-03-20 18:07:10,47,32.6,500
2,TSLA,stock,2023-03-20 18:07:10,94,93.7,500
1,BTC/USD,crypto,2023-03-20 18:07:10,12,31.6,500
2,BTC/USD,crypto,2023-03-20 18:07:10,68,90.5,500
1,DOGE/USD,crypto,2023-03-20 18:07:10,85,26.8,500
2,DOGE/USD,crypto,2023-03-20 18:07:10,49,14.3,500
1,AAPL,stock,2023-03-20 18:17:10,4,83.4,500
2,AAPL,stock,2023-03-20 18:17:10,70,40.4,500
1,GOOGL,stock,2023-03-20 18:17:10,16,20,500
2,GOOGL,stock,2023-03-20 18:17:10,57,68,500
1,TSLA,stock,2023-03-20 18:17:10,98,52.6,500
2,TSLA,stock,2023-03-20 18:17:10,15,25.4,500
1,BTC/USD,crypto,2023-03-20 18:17:10,4,20.4,500
2,BTC/USD,crypto,2023-03-20 18:17:10,85,59.1,500
1,DOGE/USD,crypto,2023-03-20 18:17:10,39,96.8,500
2,DOGE/USD,crypto,2023-03-20 18:17:10,62,14.7,500
1,AAPL,stock,2023-03-20 18:27:10,28,0.1,500
2,AAPL,stock,2023-03-20 18:27:10,48,31.1,500
1,GOOGL,stock,2023-03-20 18:27:10,3,69.3,500
2,GOOGL,stock,2023-03-20 18:27:10,93,29.6,500
1,TSLA,stock,2023-03-20 18:27:10,33,41,500
2,TSLA,stock,2023-03-20 18:27:10,78,95.3,500
